clause_text,clause_type
"AFFIRMATIVE COVENANTS. Until the Commitments have expired or been terminated and the principal of and interest on each Loan and all fees payable hereunder shall have been paid in full and all Letters of Credit shall have expired or terminated and all LC Disbursements shall have been reimbursed, the Borrower covenants and agrees with the Lenders that:",affirmative-covenants
"AFFIRMATIVE COVENANTS. So long as any Lender shall have any Commitment hereunder, any Loan or other Obligation hereunder shall remain unpaid or unsatisfied, or any Letter of Credit shall remain outstanding, the Borrower shall, and shall (except in the case of the covenants set forth in Sections 6.01, 6.02, and 6.03) cause each Subsidiary to:",affirmative-covenants
AFFIRMATIVE COVENANTS. Borrower shall do all of the following:,affirmative-covenants
"AFFIRMATIVE COVENANTS. Until the Commitments have expired or been terminated and the principal of and interest on each Loan and all fees payable hereunder shall have been paid in full, the Borrower covenants and agrees with the Lenders that:",affirmative-covenants
"AFFIRMATIVE COVENANTS. The Borrower hereby agrees that, so long as the Commitments remain in effect, any Letter of Credit remains outstanding or any Loan or other amount is owing to any Lender or the Administrative Agent hereunder, the Borrower shall and shall cause each of its Subsidiaries to:",affirmative-covenants
"AFFIRMATIVE COVENANTS. Each Loan Party warrants, covenants and agrees with each Lender that so long as this Agreement shall remain in effect and until the Commitments have been terminated and the principal of and interest on each Loan, all Fees and all other expenses or amounts payable under any Loan Document shall have been paid in full and all Letters of Credit have been canceled or have expired and all amounts drawn thereunder have been reimbursed in full, unless the Required Lenders shall otherwise consent in writing, each Loan Party will, and will cause each of its Subsidiaries to:",affirmative-covenants
AFFIRMATIVE COVENANTS. The Company covenants that so long as any of the Notes are outstanding:,affirmative-covenants
"AFFIRMATIVE COVENANTS. Borrower covenants and agrees that, until payment in full of all outstanding Obligations, and for so long as Bank may have any commitment to make a Credit Extension hereunder, Borrower shall do all of the following:",affirmative-covenants
"AFFIRMATIVE COVENANTS. So long as any Advance shall remain unpaid or any Lender shall have any Commitment hereunder, the Borrower will:",affirmative-covenants
"AFFIRMATIVE COVENANTS. The Company covenants and agrees that, from the date hereof and until the Obligations have been fully paid and satisfied, unless the Secured Party shall consent otherwise in writing (as provided in Section 8.4 hereof):",affirmative-covenants
"AFFIRMATIVE COVENANTS. From the Closing Date and until payment and performance in full of all obligations of Borrower under the Loan Documents or the earlier release of the Lien of the Mortgage encumbering the Property (and all related obligations) in accordance with the terms of this Agreement and the other Loan Documents, Borrower hereby covenants and agrees with Lender that:",affirmative-covenants
"AFFIRMATIVE COVENANTS. Borrower covenants and agrees with Lender that, while this Agreement is in effect, Borrower will: Litigation. Promptly inform Lender in writing of (a) all material adverse changes in Borrower's financial condition, and (b) all existing and all threatened litigation, claims, investigations, administrative proceedings or similar actions affecting Borrower or any Guarantor which could materially affect the financial condition of Borrower or the financial condition of any Guarantor.",affirmative-covenants
